YYYY,FIPS_Combined,DrugReports
2014,51027,114
2015,51027,138
2016,51027,149
2017,51027,170
2010,51029,16
2011,51029,16
2012,51029,12
2013,51029,16
2014,51029,8
2015,51029,12
2016,51029,16
2017,51029,25
2010,51031,15
2011,51031,17
2012,51031,47
2013,51031,28
2014,51031,36
2015,51031,8
2016,51031,36
2017,51031,26
2010,51033,14
2011,51033,36
2012,51033,41
2013,51033,24
2014,51033,22
2015,51033,21
2016,51033,38
2017,51033,32
2010,51035,29
2011,51035,43
2012,51035,77
2013,51035,49
2014,51035,44
2015,51035,54
2016,51035,51
2017,51035,31
2012,51036,1
2013,51036,2
2014,51036,2
2015,51036,1
2017,51036,1
2010,51037,7
2011,51037,3
2012,51037,18
2013,51037,55
2014,51037,11
2015,51037,27
2016,51037,6
2017,51037,5
2010,51041,136
2011,51041,173
2012,51041,204
2013,51041,197
2014,51041,267
2015,51041,200
2016,51041,327
2017,51041,358
2010,51043,3
2011,51043,12
2012,51043,2
2013,51043,11
2014,51043,18
2015,51043,6
2016,51043,5
2017,51043,7
2010,51045,13
2011,51045,5
2012,51045,2
2013,51045,2
2014,51045,6
2015,51045,4
2016,51045,1
2017,51045,1
2010,51047,75
2011,51047,85
2012,51047,112
2013,51047,54
2014,51047,61
2015,51047,43
2016,51047,70
2017,51047,98
2010,51049,6
2011,51049,4
2012,51049,8
2013,51049,14
2014,51049,9
2015,51049,7
2016,51049,5
2017,51049,6
2010,51051,63
2011,51051,60
2012,51051,35
2013,51051,67
2014,51051,81
2015,51051,50
2016,51051,49
2017,51051,81
2010,51053,11
2011,51053,3
2012,51053,1
2013,51053,4
2014,51053,14
2015,51053,9
2016,51053,4
2017,51053,7
2010,51057,4
2011,51057,2
2012,51057,16
2013,51057,6
2014,51057,7
2015,51057,4
2016,51057,6
2017,51057,2
2010,51059,264
2011,51059,342
2012,51059,333
2013,51059,288
2014,51059,225
2015,51059,231
2016,51059,377
2017,51059,476
2010,51061,77
2011,51061,117
2012,51061,121
2013,51061,96
2014,51061,62
2015,51061,90
2016,51061,50
2017,51061,81
2010,51063,16
2011,51063,14
2012,51063,4
2013,51063,12
2014,51063,12
2015,51063,2
2016,51063,18
2017,51063,8
2010,51065,5
2011,51065,26
2012,51065,12
2013,51065,6
2014,51065,11
2015,51065,12
2016,51065,31
2017,51065,15
2010,51067,55
2011,51067,43
2012,51067,71
2013,51067,152
2014,51067,120
2015,51067,53
2016,51067,79
2017,51067,58
2010,51069,67
2011,51069,95
2012,51069,89
2013,51069,117
2014,51069,87
2015,51069,99
2016,51069,105
2017,51069,112
2010,51071,146
2011,51071,128
2012,51071,135
2013,51071,110
2014,51071,94
2015,51071,32
2016,51071,72
2017,51071,44
2010,51073,19
2011,51073,15
2012,51073,44
2013,51073,30
2014,51073,13
2015,51073,33
2016,51073,33
2017,51073,38
2010,51075,10
2011,51075,2
2012,51075,5
2013,51075,2
2014,51075,5
2015,51075,2
2016,51075,6
2017,51075,9
2010,51077,21
2011,51077,11
2012,51077,14
2013,51077,28
2014,51077,17
2015,51077,13
2016,51077,25
2017,51077,31
2010,51079,8
2011,51079,5
2012,51079,14
2013,51079,10
2014,51079,6
2015,51079,5
2016,51079,9
2017,51079,13
2010,51081,19
2011,51081,16
2012,51081,9
2013,51081,1
2014,51081,3
2015,51081,4
2016,51081,9
2017,51081,7
2010,51083,41
2011,51083,44
2012,51083,29
2013,51083,58
2014,51083,55
2015,51083,25
2016,51083,21
2017,51083,45
2010,51085,97
2011,51085,82
2012,51085,63
2013,51085,97
2014,51085,75
2015,51085,52
2016,51085,73
2017,51085,152
2010,51087,104
2011,51087,128
2012,51087,137
2013,51087,146
2014,51087,186
2015,51087,227
2016,51087,337
2017,51087,484
2010,51089,24
2011,51089,50
2012,51089,64
2013,51089,36
2014,51089,42
2015,51089,63
2016,51089,34
2017,51089,115
2010,51091,1
2012,51091,1
2014,51091,1
2010,51093,7
2011,51093,3
2012,51093,15
2013,51093,21
2014,51093,7
2015,51093,15
2016,51093,16
2017,51093,26
2010,51095,15
2011,51095,22
2012,51095,12
2013,51095,13
2014,51095,19
2015,51095,10
2016,51095,14
2017,51095,44
2012,51097,4
2013,51097,3
2014,51097,2
2015,51097,1
2016,51097,2
2017,51097,7
2010,51099,25
2011,51099,28
2012,51099,37
2013,51099,38
2014,51099,23
2015,51099,24
2016,51099,22
2017,51099,46
2010,51101,6
2011,51101,8
2012,51101,6
2013,51101,1
2014,51101,5
2015,51101,3
2016,51101,6
2017,51101,4
2010,51103,2
2011,51103,9
2012,51103,4
2013,51103,6
2014,51103,3
2015,51103,5
2016,51103,7
2017,51103,5
2010,51105,61
2011,51105,29
2012,51105,98
2013,51105,78
2014,51105,102
2015,51105,75
2016,51105,64
2017,51105,91
2010,51107,101
2011,51107,112
2012,51107,98
2013,51107,109
2014,51107,98
2015,51107,108
2016,51107,92
2017,51107,104
2010,51109,21
2011,51109,28
2012,51109,42
2013,51109,25
2014,51109,20
2015,51109,22
2016,51109,13
2017,51109,26
2010,51111,11
2011,51111,11
2012,51111,15
2013,51111,7
2014,51111,23
2015,51111,8
2016,51111,2
2017,51111,8
2010,51113,17
2011,51113,5
2012,51113,11
2013,51113,4
2014,51113,13
2015,51113,6
2016,51113,10
2017,51113,6
2010,51115,5
2011,51115,2
2012,51115,9
2013,51115,8
2014,51115,8
2015,51115,18
2016,51115,7
2017,51115,3
2010,51117,15
2011,51117,17
2012,51117,77
2013,51117,38
2014,51117,41
2015,51117,29
2016,51117,30
2017,51117,39
2010,51119,4
2011,51119,1
2012,51119,10
2013,51119,2
2014,51119,6
2015,51119,14
2016,51119,12
2017,51119,8
2010,51121,169
2011,51121,135
2012,51121,107
2013,51121,123
2014,51121,117
2015,51121,156
2016,51121,130
2017,51121,163
2010,51125,1
2011,51125,6
2012,51125,5
2013,51125,3
2015,51125,5
2016,51125,16
2017,51125,46
2010,51127,11
2011,51127,12
2012,51127,9
2013,51127,17
2014,51127,11
2015,51127,9
2016,51127,11
2017,51127,4
2011,51131,2
2012,51131,4
2013,51131,3
2014,51131,4
2015,51131,10
2016,51131,13
2017,51131,5
2010,51133,5
2011,51133,3
2012,51133,4
2013,51133,3
2014,51133,3
2015,51133,28
2016,51133,39
2017,51133,13
2010,51135,3
2011,51135,7
2012,51135,5
2013,51135,8
2014,51135,11
2015,51135,9
2016,51135,25
2017,51135,6
2010,51137,33
2011,51137,27
2012,51137,59
2013,51137,24
2014,51137,26
2015,51137,41
2016,51137,38
2017,51137,36
2010,51139,40
2011,51139,89
2012,51139,62
2013,51139,66
2014,51139,47
2015,51139,31
2016,51139,50
2017,51139,53
2010,51141,37
2011,51141,40
2012,51141,42
2013,51141,38
2014,51141,29
2015,51141,25
2016,51141,73
2017,51141,22
2010,51143,14
2011,51143,29
2012,51143,24
2013,51143,56
2014,51143,25
2015,51143,33
2016,51143,48
2017,51143,37
2010,51145,31
2011,51145,10
2012,51145,5
2013,51145,16
2014,51145,21
2015,51145,14
2016,51145,17
2017,51145,32
2010,51147,23
2011,51147,22
2012,51147,24
2013,51147,34
2014,51147,28
2015,51147,4
2016,51147,14
2017,51147,10
2010,51149,17
2011,51149,24
2012,51149,19
2013,51149,33
2014,51149,14
2015,51149,12
2016,51149,8
2017,51149,22
2010,51153,216
2011,51153,198
2012,51153,260
2013,51153,258
2014,51153,249
2015,51153,202
2016,51153,228
2017,51153,297
2010,51155,178
2011,51155,184
2012,51155,160
2013,51155,175
2014,51155,122
2015,51155,73
2016,51155,105
2017,51155,95
2010,51157,17
2011,51157,8
2012,51157,13
2013,51157,10
2014,51157,9
2015,51157,5
2016,51157,1
2017,51157,2
2010,51163,18
2011,51163,15
2012,51163,24
2013,51163,18
2014,51163,25
2015,51163,41
2016,51163,39
2017,51163,35
2010,51165,34
2011,51165,50
2012,51165,63
2013,51165,58
2014,51165,61
2015,51165,41
2016,51165,61
2017,51165,73
2010,51167,112
2011,51167,107
2012,51167,110
2013,51167,106
2014,51167,100
2015,51167,78
2016,51167,56
2017,51167,82
2010,51169,189
2011,51169,203
2012,51169,134
2013,51169,78
2014,51169,260
2015,51169,211
2016,51169,130
2017,51169,101
2010,51171,76
2011,51171,145
2012,51171,89
2013,51171,91
2014,51171,128
2015,51171,82
2016,51171,59
2017,51171,77
2010,51173,84
2011,51173,31
2012,51173,75
2013,51173,59
2014,51173,43
2015,51173,44
2016,51173,100
2017,51173,108
2010,51175,2
2011,51175,2
2012,51175,14
2013,51175,7
2014,51175,1
2015,51175,5
2016,51175,4
2017,51175,9
2010,51177,178
2011,51177,199
2012,51177,218
2013,51177,158
2014,51177,144
2015,51177,162
2016,51177,253
2017,51177,167
2010,51179,134
2011,51179,178
2012,51179,192
2013,51179,168
2014,51179,123
2015,51179,160
2016,51179,188
2017,51179,214
2012,51181,3
2013,51181,2
2014,51181,1
2017,51181,2
2010,51183,7
2011,51183,2
2012,51183,9
2013,51183,10
2014,51183,7
2015,51183,7
2016,51183,1
2017,51183,14
2010,51185,226
2011,51185,188
2012,51185,272
2013,51185,345
2014,51185,464
2015,51185,435
2016,51185,387
2017,51185,303
2010,51187,158
2011,51187,181
2012,51187,169
2013,51187,97
2014,51187,145
2015,51187,131
2016,51187,115
2017,51187,104
2010,51191,108
2011,51191,125
2012,51191,101
2013,51191,98
2014,51191,77
2015,51191,65
2016,51191,81
2017,51191,94
2010,51193,14
2011,51193,13
2012,51193,31
2013,51193,19
2014,51193,18
2015,51193,26
2016,51193,23
2017,51193,43
2010,51195,293
2011,51195,312
2012,51195,324
2013,51195,357
2014,51195,276
2015,51195,267
2016,51195,110
2017,51195,127
2010,51197,130
2011,51197,136
2012,51197,111
2013,51197,131
2014,51197,185
2015,51197,147
2016,51197,104
2017,51197,70
2010,51199,14
2011,51199,9
2012,51199,25
2013,51199,9
2014,51199,18
2015,51199,14
2016,51199,36
2017,51199,42
2010,51510,12
2011,51510,1
2013,51510,3
2015,51510,3
2016,51510,14
2017,51510,6
2010,51515,2
2013,51515,1
2010,51520,102
2012,51520,1
2013,51520,81
2014,51520,10
2015,51520,1
2017,51520,9
2010,51530,5
2013,51530,11
2014,51530,1
2016,51530,1
2010,51540,10
2013,51540,14
2014,51540,3
2016,51540,1
2017,51540,7
2010,51550,46
2011,51550,1
2013,51550,70
2014,51550,9
2016,51550,25
2017,51550,38
2010,51570,28
2013,51570,60
2016,51570,3
2017,51580,8
2010,51590,35
2013,51590,45
2016,51590,3
2017,51590,4
2010,51595,26
2013,51595,5
2014,51595,2
2010,51600,18
2012,51600,7
2013,51600,4
2016,51600,13
2017,51600,9
2010,51610,4
2013,51610,3
2010,51620,2
2014,51620,3
2016,51620,1
2017,51620,1
2010,51630,42
2013,51630,38
2014,51630,6
2016,51630,6
2017,51630,4
2010,51640,4
2013,51640,1
2016,51640,2
2010,51650,22
2013,51650,47
2014,51650,1
2015,51650,2
2016,51650,7
2017,51650,17
2010,51660,3
2012,51660,1
2013,51660,13
2016,51660,2
2017,51660,3
2010,51670,18
2013,51670,24
2014,51670,5
2016,51670,1
2017,51670,2
2010,51678,3
2013,51678,5
2010,51680,24
2013,51680,76
2014,51680,3
2016,51680,10
2017,51680,2
2010,51683,1
2011,51683,2
2012,51683,1
2015,51683,2
2016,51683,1
2017,51683,1
2010,51690,6
2011,51690,1
2013,51690,36
2015,51690,1
2016,51690,2
2017,51690,5
2010,51700,94
2012,51700,2
2013,51700,89
2014,51700,8
2016,51700,14
2017,51700,15
2010,51710,23
2013,51710,48
2014,51710,6
2015,51710,4
2016,51710,17
2017,51710,27
2010,51730,10
2013,51730,17
2014,51730,3
2017,51730,3
2010,51735,5
2013,51735,8
2010,51740,23
2012,51740,1
2013,51740,33
2014,51740,8
2015,51740,6
2016,51740,16
2017,51740,14
2010,51750,30
2013,51750,40
2014,51750,2
2016,51750,2
2017,51750,2
2010,51760,254
2011,51760,2
2012,51760,11
2013,51760,226
2014,51760,14
2015,51760,12
2016,51760,49
2017,51760,57
2010,51770,178
2011,51770,89
2012,51770,87
2013,51770,167
2014,51770,59
2015,51770,52
2016,51770,83
2017,51770,96
2010,51775,28
2013,51775,34
2014,51775,1
2016,51775,2
2017,51775,12
2010,51790,17
2013,51790,12
2014,51790,1
2016,51790,3
2010,51800,21
2013,51800,45
2014,51800,4
2015,51800,3
2016,51800,13
2017,51800,7
2010,51810,97
2011,51810,9
2012,51810,2
2013,51810,97
2014,51810,3
2016,51810,13
2017,51810,20
2010,51820,7
2013,51820,17
2017,51820,4
2013,51830,8
2014,51830,1
2017,51830,1
2010,51840,30
2012,51840,3
2013,51840,47
2014,51840,14
2016,51840,5
2017,51840,17
2010,54001,2
2011,54001,1
2012,54001,1
2013,54001,1
2014,54001,3
2016,54001,2
2017,54001,2
2010,54003,25
2011,54003,61
2012,54003,60
2013,54003,25
2014,54003,19
2015,54003,26
2016,54003,56
2017,54003,43
2010,54005,39
2011,54005,46
2012,54005,13
2013,54005,5
2014,54005,7
2015,54005,6
2016,54005,1
2017,54005,2
2010,54007,54
2011,54007,28
2012,54007,33
2013,54007,18
2014,54007,14
2015,54007,2
2016,54007,17
2017,54007,5
2010,54009,3
2011,54009,2
2012,54009,6
2010,54011,135
2011,54011,285
2012,54011,113
2013,54011,177
2014,54011,37
2015,54011,60
2016,54011,30
2017,54011,52
2010,54013,2
2012,54013,7
2014,54013,2
2016,54013,2
2017,54013,3
2010,54015,9
2011,54015,7
2012,54015,2
2013,54015,10
2014,54015,9
2015,54015,4
2010,54017,8
2011,54017,1
2012,54017,13
2013,54017,34
2014,54017,5
2015,54017,3
2016,54017,4
2017,54017,3
2010,54019,25
2011,54019,37
2012,54019,34
2013,54019,23
2014,54019,23
2015,54019,4
2016,54019,1
2017,54019,1
2011,54021,4
2012,54021,2
2013,54021,7
2015,54021,2
2016,54021,1
2017,54021,5
2010,54023,22
2011,54023,2
2012,54023,17
2013,54023,21
2014,54023,27
2015,54023,5
2016,54023,7
2010,54025,15
2011,54025,62
2012,54025,31
2013,54025,31
2014,54025,75
2015,54025,133
2016,54025,44
2017,54025,14
2011,54027,46
2012,54027,33
2013,54027,26
2014,54027,6
2015,54027,13
2016,54027,3
2017,54027,5
2010,54029,12
2011,54029,20
2012,54029,6
2013,54029,17
2014,54029,5
2015,54029,4
2016,54029,17
2017,54029,15
2010,54031,13
2011,54031,21
2012,54031,9
2013,54031,11
2014,54031,8
2015,54031,8
2016,54031,3
2010,54033,14
2011,54033,23
2012,54033,49
2013,54033,59
2014,54033,77
2015,54033,59
2016,54033,40
2017,54033,38
2010,54035,12
2011,54035,33
2012,54035,18
2013,54035,6
2014,54035,27
2015,54035,25
2016,54035,13
2017,54035,11
2010,54037,10
2011,54037,11
2012,54037,16
2014,54037,5
2015,54037,2
2016,54037,18
2017,54037,8
2010,54039,266
2011,54039,331
2012,54039,256
2013,54039,152
2014,54039,163
2015,54039,78
2016,54039,136
2017,54039,196
2011,54041,3
2012,54041,14
2013,54041,83
2014,54041,58
2015,54041,45
2016,54041,4
2017,54041,7
2014,54043,3
2010,54045,136
2011,54045,144
2012,54045,140
2013,54045,96
2014,54045,118
2015,54045,50
2016,54045,118
2017,54045,63
2010,54047,27
2011,54047,26
2012,54047,8
2013,54047,15
2014,54047,11
2015,54047,31
2016,54047,14
2010,54049,29
2011,54049,36
2012,54049,57
2013,54049,37
2014,54049,35
2015,54049,64
2016,54049,45
2017,54049,16
2010,54051,22
2011,54051,28
2012,54051,55
2013,54051,26
2014,54051,45
2015,54051,30
2016,54051,42
2017,54051,16
2010,54053,17
2011,54053,7
2013,54053,2
2015,54053,1
2016,54053,2
2010,54055,320
2011,54055,362
2012,54055,274
2013,54055,302
2014,54055,142
2015,54055,291
2016,54055,206
2017,54055,64
2010,54057,3
2011,54057,6
2012,54057,2
2013,54057,1
2014,54057,5
2015,54057,4
2016,54057,8
2017,54057,7
2010,54059,119
2011,54059,15
2012,54059,43
2013,54059,90
2014,54059,3
2015,54059,3
2016,54059,1
2017,54059,3
2010,54061,9
2011,54061,35
2012,54061,43
2013,54061,36
2014,54061,41
2015,54061,10
2016,54061,13
2010,54063,35
2011,54063,10
2012,54063,5
2013,54063,7
2014,54063,15
2016,54063,9
2017,54063,1
2010,54065,10
2011,54065,11
2012,54065,63
2013,54065,4
2014,54065,11
2016,54065,4
2017,54065,10
2010,54067,74
2011,54067,45
2012,54067,112
2013,54067,140
2014,54067,171
2015,54067,110
2016,54067,112
2017,54067,52
2010,54069,52
2011,54069,52
2012,54069,78
2013,54069,118
2014,54069,83
2015,54069,25
2016,54069,49
2017,54069,11
2011,54071,4
2013,54073,3
2014,54073,2
2015,54073,4
2010,54075,12
2011,54075,44
2012,54075,24
2013,54075,15
2014,54075,11
2015,54075,18
2016,54075,10
2017,54075,13
2010,54077,8
2011,54077,12
2012,54077,18
2013,54077,6
2015,54077,12
2010,54079,33
2011,54079,19
2012,54079,27
2013,54079,25
2014,54079,9
2015,54079,3
2016,54079,2
2017,54079,1
2010,54081,168
2011,54081,162
2012,54081,203
2013,54081,191
2014,54081,234
2015,54081,145
2016,54081,178
2017,54081,43
2011,54083,10
2012,54083,7
2013,54083,34
2014,54083,19
2016,54083,23
2017,54083,5
2010,54085,2
2011,54085,3
2012,54085,12
2013,54085,1
2016,54085,3
2010,54087,4
2011,54087,5
2012,54087,4
2014,54087,2
2015,54087,3
2016,54087,4
2017,54087,1
2010,54089,1
2011,54089,12
2012,54089,4
2013,54089,80
2014,54089,2
2015,54089,8
2016,54089,2
2013,54091,2
2014,54093,3
2017,54093,2
2010,54095,2
2011,54095,2
2014,54095,1
2015,54095,1
2016,54095,1
2010,54097,81
2011,54097,47
2012,54097,51
2013,54097,52
2014,54097,19
2015,54097,8
2016,54097,12
2017,54097,4
2010,54099,21
2011,54099,37
2012,54099,5
2013,54099,37
2014,54099,36
2015,54099,13
2016,54099,22
2017,54099,16
2011,54101,9
2012,54101,4
2013,54101,18
2014,54101,17
2015,54101,8
2016,54101,19
2017,54101,12
2010,54103,6
2011,54103,8
2012,54103,6
2014,54103,12
2015,54103,10
2016,54103,1
2010,54105,1
2016,54105,1
2010,54107,24
2011,54107,11
2012,54107,42
2013,54107,30
2014,54107,51
2015,54107,63
2016,54107,48
2017,54107,98
2010,54109,6
2011,54109,10
2012,54109,15
2013,54109,13
2014,54109,6
2016,54109,1
2017,54109,1